OBJECTID,workclass,permitclass,proposedworkdescription,permitclassmapped,applieddate,issueddate,estprojectcost,constcompletedofficial,censuslanduse,censuslandusecode,contractorcompanyname,contractorcity,countylocation,description,expiresdate,fee,housingunitstotal,issueddate_mth,issueddate_yr,jurisdiction_inout_ral,latitude_perm,longitude_perm,originalzip,proposeduse,recordupdatedate,statuscurrent,statuscurrentmapped,workclassmapped,CreationDate,EditDate,permitnum
268700,Townhouse,,"NEW TH LOTS 205-200, SPR-0002-2022, PROJECT CONSISTS OF 6 CASES 2 STORY R-3 OCC 5-B CONST ALL POPULA",Residential,2024/06/13 16:16:08.253+00,2024/08/06 19:36:03.827+00,244655.46,No,"	 RESIDENTIAL TOWNHOUSE",102,"NVR, Inc., T/A; Ryan Homes and/or NVHomes",,,"NEW TH LOTS 205-200, SPR-0002-2022, PROJECT CONSISTS OF 6 CASES 2 STORY R-3 OCC 5-B CONST ALL POPULA",2025/11/20 10:30:45+00,4121,,8,2024,Inside City Limits,35.71531393,-78.54213342,27610,"	 RESIDENTIAL TOWNHOUSE",2024/11/21 14:45:17.533+00,Issued,Permit Issued,New,2024/06/20 11:06:28.217+00,2024/11/24 11:06:00.566+00,BLDR-030237-2024
268702,Townhouse,,"NEW TH LOTS 205-200, SPR-0002-2022, PROJECT CONSISTS OF 6 CASES 2 STORY R-3 OCC 5-B CONST ALL POPULA",Residential,2024/06/13 16:16:08.253+00,2024/08/06 20:02:15.240+00,244655.46,No,"	 RESIDENTIAL TOWNHOUSE",102,"NVR, Inc., T/A; Ryan Homes and/or NVHomes",,,"NEW TH LOTS 205-200, SPR-0002-2022, PROJECT CONSISTS OF 6 CASES 2 STORY R-3 OCC 5-B CONST ALL POPULA",2025/11/20 10:32:00+00,4121,,8,2024,Inside City Limits,35.71526893,-78.54209292,27610,"	 RESIDENTIAL TOWNHOUSE",2024/11/20 10:32:11.063+00,Complete,Permit Finaled,New,2024/06/20 11:06:28.217+00,2024/11/23 11:06:56.222+00,BLDR-030238-2024
268708,New Single Family Dwelling,,"New Single Family Dwelling
Carbon Hills Lot 15
Custom
DEMO 051690-2023 / FINAL 2/28/2024
Sealed Craw",Residential,2024/06/19 10:25:32.357+00,2024/09/16 12:09:57.087+00,787076.64,No, DETACHED SINGLE FAMILY DWELLING,101,"H.J. MORRIS CONSTRUCTION, INC.",,,"New Single Family Dwelling
Carbon Hills Lot 15
Custom
DEMO 051690-2023 / FINAL 2/28/2024
Sealed Craw",2025/12/12 13:47:06+00,4447,,9,2024,Inside City Limits,35.84866691,-78.66822788,27612, DETACHED SINGLE FAMILY DWELLING,2024/12/12 13:47:13.447+00,Issued,Permit Issued,New,2024/06/20 14:24:15.082+00,2024/12/15 11:06:15.888+00,BLDR-030372-2024
268720,Alteration/Repairs ,,"Remove walls within suite to reconfigure floorplan.  Two new offices, break area 2-A CONST  B OCC 18",Non-Residential,2024/06/20 12:07:05+00,2024/08/13 13:22:47.690+00,200037.6,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,LewisBell,,Wake,"Remove walls within suite to reconfigure floorplan.  Two new offices, break area 2-A CONST  B OCC 18",2025/10/13 09:34:41+00,629,,8,2024,Inside City Limits,35.84305991,-78.72090036,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/10/24 11:04:00.923+00,Issued,Permit Issued,Existing,2024/06/22 11:06:04.950+00,2024/10/27 11:06:12.518+00,BLDNR-030563-2024
268722,Addition,,"ADDITION: Finishing out unfinished attic. 224 square feet. Will not be used as an ADU. 

Finishing p",Residential,2024/06/20 13:16:03.437+00,2024/08/16 20:07:48.080+00,24380.16,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,,,,"ADDITION: Finishing out unfinished attic. 224 square feet. Will not be used as an ADU. 

Finishing p",2026/01/14 09:52:01+00,400,,8,2024,Inside City Limits,35.8935139,-78.61830489,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/14 11:36:06.120+00,Issued,Permit Issued,New,2024/06/22 11:06:04.950+00,2025/01/17 11:06:44.372+00,BLDR-030580-2024
268726,Deck/Porch,,16x16 Screen Porch. Lights,Residential,2024/06/20 14:22:11.277+00,2024/08/21 16:34:24.433+00,30000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,,,,16x16 Screen Porch. Lights,2025/11/19 11:24:06+00,117,,8,2024,Inside City Limits,35.84860391,-78.68312287,27616, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/19 11:25:16.380+00,Complete,Permit Finaled,Existing,2024/06/22 11:06:04.950+00,2024/11/22 11:06:40.762+00,BLDR-030601-2024
268729,New Single Family Dwelling,,"New Single Family Dwelling
Tucker Place Lot 125
Elevation C
Monoslab
Rear Screen Porch",Residential,2024/06/14 08:34:30+00,2024/08/05 19:40:17+00,476831.46,No, DETACHED SINGLE FAMILY DWELLING,101,KB Home,Morrisville,,"New Single Family Dwelling
Tucker Place Lot 125
Elevation C
Monoslab
Rear Screen Porch",2025/02/01 00:00:00+00,6959,,8,2024,Inside City Limits,35.89873389,-78.51556542,27616, DETACHED SINGLE FAMILY DWELLING,2024/08/19 09:23:55+00,Issued,Permit Issued,New,2024/06/22 11:06:04.950+00,2024/08/22 11:06:09.942+00,BLDR-029604-2024
268732,Alteration/Repairs ,,Replace existing chemical tanks with new tanks and misc. piping and instrumentation.,Non-Residential,2024/06/20 15:17:12+00,2024/08/12 17:45:20.387+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,T. A. Loving,Goldsboro,Wake,Replace existing chemical tanks with new tanks and misc. piping and instrumentation.,2026/01/06 13:59:10+00,176,,8,2024,Inside City Limits,35.91649989,-78.5954584,27614,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 14:01:01.117+00,Complete,Permit Finaled,Existing,2024/06/22 11:06:04.950+00,2025/01/09 11:06:20.638+00,BLDNR-030617-2024
268735,Townhouse,,"NEW TH LOTS 22-25, SPR-0196-2021, PROJECT CONSISTS OF 4 CASE2 STORY 5-B CONST  R-3 OCC
BLDR-030599-2",Residential,2024/06/20 14:19:33.330+00,2024/08/09 19:36:45.303+00,477411.9,No,"	 RESIDENTIAL TOWNHOUSE",102,M I HOMES OF RALEIGH,,,"NEW TH LOTS 22-25, SPR-0196-2021, PROJECT CONSISTS OF 4 CASE2 STORY 5-B CONST  R-3 OCC
BLDR-030599-2",2026/01/14 14:28:16+00,5526,,8,2024,Inside City Limits,35.8843069,-78.6000304,27615,"	 RESIDENTIAL TOWNHOUSE",2025/01/14 14:28:26.887+00,Issued,Permit Issued,New,2024/06/22 11:06:04.950+00,2025/01/17 11:06:44.372+00,BLDR-030599-2024
268738,Alteration/Repairs ,,Existing suite renovated for occupancy by Capitol ENT,Non-Residential,2024/06/20 11:06:27+00,2024/08/15 15:14:03.970+00,239030.46,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,Chambliss & Rabil Construction Company Inc.,,Wake,Existing suite renovated for occupancy by Capitol ENT,2025/11/25 10:01:34+00,867,,8,2024,Inside City Limits,35.81636592,-78.70827787,27607,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/11/25 10:02:28.073+00,Complete,Permit Finaled,Existing,2024/06/22 11:06:04.950+00,2024/11/28 11:06:50.975+00,BLDNR-030555-2024
268742,Addition,,"Add new kitchen addition with pantry, laundry and bathroom extension",Residential,2024/06/23 11:39:43.627+00,2024/08/08 21:10:34.750+00,26410.02,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,ROCK CREEK BUILDERS INC,Raleigh,,"Add new kitchen addition with pantry, laundry and bathroom extension",2025/12/03 11:41:00+00,517,,8,2024,Inside City Limits,35.80848192,-78.65040339,27608, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/03 11:42:55.620+00,Issued,Permit Issued,New,2024/06/25 11:10:39.971+00,2024/12/06 11:06:12.977+00,BLDR-030972-2024
268743,Deck/Porch,,"a double front porch 8'x30'
4 ceiling fans",Residential,2024/06/23 09:48:32.110+00,2024/08/01 21:21:55.227+00,0,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Dlbuilder,Raleigh,,"a double front porch 8'x30'
4 ceiling fans",2025/11/12 11:51:00+00,448,,8,2024,Inside City Limits,35.93130489,-78.5745154,27614, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/12 11:54:18.070+00,Complete,Permit Finaled,Existing,2024/06/25 11:10:39.971+00,2024/11/15 11:07:16.865+00,BLDR-030964-2024
268745,Retaining Wall,,"NEW BLUESTONE FRONT WALK FROM PORCH TO STREET. NEW FRONT WALK CHEEK WALLS, DRIVEWAY REMOVAL AND INST",Residential,2024/06/22 23:13:22+00,2024/09/23 17:10:00+00,0,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"MYATT LANDSCAPING CONCEPTS, INC",,Wake,"NEW BLUESTONE FRONT WALK FROM PORCH TO STREET. NEW FRONT WALK CHEEK WALLS, DRIVEWAY REMOVAL AND INST",2025/03/22 00:00:00+00,323,,9,2024,Inside City Limits,35.80056192,-78.64748289,27608, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/09/23 17:10:00+00,Issued,Permit Issued,Existing,2024/06/25 11:10:39.971+00,2024/09/26 11:06:23.660+00,BLDR-030959-2024
268748,Deck/Porch,,We will be adding a new deck to surround/add on to the existing deck. With this new construction wil,Residential,2024/06/24 15:05:08+00,2024/07/30 22:32:15+00,3500,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Upon the Rock Construction LLC,Smithfield,,We will be adding a new deck to surround/add on to the existing deck. With this new construction wil,2025/08/13 10:21:18+00,331,,7,2024,Inside City Limits,35.88948189,-78.54944141,27616, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/08/15 10:55:26+00,Complete,Permit Finaled,Existing,2024/06/26 11:06:20.628+00,2024/08/18 11:05:58.363+00,BLDR-031273-2024
268749,Townhouse,,"NEW TH LOTS 77-82, SPR-0002-2022, TYPICAL 0, PROJECT CONSISTS OF 6 CASES 2 STORY 5-B CONST R-3 OCC A",Residential,2024/06/24 11:12:30.130+00,2024/09/16 20:05:29.113+00,244655.46,No,"	 RESIDENTIAL TOWNHOUSE",102,"NVR, Inc., T/A; Ryan Homes and/or NVHomes",,,"NEW TH LOTS 77-82, SPR-0002-2022, TYPICAL 0, PROJECT CONSISTS OF 6 CASES 2 STORY 5-B CONST R-3 OCC A",2025/12/29 14:51:15+00,4121,,9,2024,Inside City Limits,35.71354093,-78.54197142,27610,"	 RESIDENTIAL TOWNHOUSE",2024/12/27 14:50:58.760+00,Issued,Permit Issued,New,2024/06/26 11:06:20.628+00,2024/12/30 14:06:54.554+00,BLDR-031140-2024
268750,Addition,,DEMO EXISTING BAY WINDOW. BUILD 7X11-4 ADDITION AT EXISTING WINDOW OPENING,Residential,2024/06/21 14:28:00+00,2024/12/19 04:48:14.213+00,11463.69,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Fielding Mitchell co,raleigh,Wake,DEMO EXISTING BAY WINDOW. BUILD 7X11-4 ADDITION AT EXISTING WINDOW OPENING,2026/01/13 12:38:40+00,654,,12,2024,Inside City Limits,35.89658289,-78.5977804,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/13 12:40:19.563+00,Issued,Permit Issued,New,2024/06/26 11:06:20.628+00,2025/01/16 11:06:32.559+00,BLDR-030863-2024
268751,Alteration/Repairs ,,"ALT - Wood + Water 5-B Const, BUS- 1400 SF  Occ a display showroom with residential appliances, part",Non-Residential,2024/06/24 14:27:49+00,2024/10/09 19:40:18.500+00,114086,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,Aspire Construction,Cary,Wake,"ALT - Wood + Water 5-B Const, BUS- 1400 SF  Occ a display showroom with residential appliances, part",2025/11/14 09:51:19+00,2678,,10,2024,Inside City Limits,35.78090592,-78.64822089,27603,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/11/14 09:53:09.073+00,Issued,Permit Issued,Existing,2024/06/26 11:06:20.628+00,2024/11/17 11:06:40.557+00,BLDNR-031256-2024
268754,New Single Family Dwelling,,"New Single Family Dwelling
Malbec / Elevation 1
Peace River Lot 58
Monoslab Foundation
Front Covered",Residential,2024/06/21 10:25:20.140+00,2024/08/09 14:39:49.760+00,353052.63,No, DETACHED SINGLE FAMILY DWELLING,101,"DRB Group - North Carolina, LLC",Durham,,"New Single Family Dwelling
Malbec / Elevation 1
Peace River Lot 58
Monoslab Foundation
Front Covered",2025/12/08 14:51:35+00,5857,,8,2024,Inside City Limits,35.8420789,-78.52486692,27604, DETACHED SINGLE FAMILY DWELLING,2024/12/11 09:07:51.813+00,Complete,Permit Finaled,New,2024/06/26 11:06:20.628+00,2024/12/14 11:06:17.737+00,BLDR-030746-2024
268755,New Single Family Dwelling,,"New Single Family Dwelling
Canadero Lot 2
Custom
DEMO 026628-2024 / FINAL 6/6/2024
Fireplace in Livi",Residential,2024/06/21 14:53:13.020+00,2024/11/25 18:53:46.237+00,1357213.83,No, DETACHED SINGLE FAMILY DWELLING,101,RUFTY HOMES,,,"New Single Family Dwelling
Canadero Lot 2
Custom
DEMO 026628-2024 / FINAL 6/6/2024
Fireplace in Livi",2025/05/24 00:00:00+00,7701,,11,2024,Outside City Limits,35.87000591,-78.74026836,27612, DETACHED SINGLE FAMILY DWELLING,2024/11/27 11:26:14.390+00,Issued,Permit Issued,New,2024/06/26 11:06:20.628+00,2024/11/30 11:06:57.212+00,BLDR-030856-2024
268758,Alteration/Repairs ,,Renovation of existing business office for new hair salon. Demolition limited to closet and restroom,Non-Residential,2024/06/24 10:16:25+00,2024/08/21 20:17:35.943+00,66527.55,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,"CHC Commercial Builders, LLC",Raleigh,Wake,Renovation of existing business office for new hair salon. Demolition limited to closet and restroom,2025/12/03 11:51:33+00,210,,8,2024,Inside City Limits,35.8763419,-78.64237988,27615,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/03 11:52:14.830+00,Complete,Permit Finaled,Existing,2024/06/26 11:06:20.628+00,2024/12/06 11:06:12.977+00,BLDNR-031110-2024
268761,New Single Family Dwelling,,"New Single Family Dwelling
Custom Dwelling
Oxford Park, Lot 41
DEMO-003338-2024/Issued 3/19/2024
Cra",Residential,2024/06/21 14:53:07.400+00,2024/08/16 11:29:36.130+00,993858.39,No, DETACHED SINGLE FAMILY DWELLING,101,HAYES BARTON HOMES,,,"New Single Family Dwelling
Custom Dwelling
Oxford Park, Lot 41
DEMO-003338-2024/Issued 3/19/2024
Cra",2025/12/09 15:27:10+00,5425,,8,2024,Inside City Limits,35.81283791,-78.63702039,27608, DETACHED SINGLE FAMILY DWELLING,2024/12/09 15:27:56.987+00,Issued,Permit Issued,New,2024/06/26 11:06:20.628+00,2024/12/12 18:57:00.252+00,BLDR-030855-2024
268765,Temporary Trailer,,"TEMPORARY MODULAR OFFICE BUILDING FOR PARKS STAFF W/1ADA PARKING SPACE, TEMPORARY RAMP",Non-Residential,2024/06/24 12:23:47+00,2024/08/28 13:21:53.393+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,"Aries Building Systems, LLC",Clayton,Wake,"TEMPORARY MODULAR OFFICE BUILDING FOR PARKS STAFF W/1ADA PARKING SPACE, TEMPORARY RAMP",2025/12/29 11:53:26+00,356,,8,2024,Inside City Limits,35.77180692,-78.65722989,27603,"	 MISCELLANEOUS SUCH AS FENCES",2024/12/27 11:49:39.103+00,Issued,Permit Issued,New,2024/06/26 11:06:20.628+00,2024/12/30 14:06:54.554+00,BLDNR-031216-2024
268766,Alteration/Repairs ,,ALTERATION - S&ME Office Renovation - AN INTERIOR ALTERATION OF AN EXISTING OFFICE SPACE LOCATED IN ,Non-Residential,2024/06/24 15:29:19+00,2024/08/08 16:16:21.540+00,3629672.2,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,McDonaldork Building Company,Raleigh,Wake,ALTERATION - S&ME Office Renovation - AN INTERIOR ALTERATION OF AN EXISTING OFFICE SPACE LOCATED IN ,2026/01/12 14:07:27+00,6350,,8,2024,Inside City Limits,35.85324791,-78.64921538,27616,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2025/01/10 14:07:36.470+00,Issued,Permit Issued,Existing,2024/06/26 11:06:20.628+00,2025/01/13 14:05:28.729+00,BLDNR-031293-2024
268773,Accessory Structure,,Install prefabricated 16' wide x 14' long + 7' roof overhang (21' total length) x 14' tall steel bui,Residential,2024/06/24 13:08:07.023+00,2024/07/31 20:29:05.403+00,17637.84,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,,,,Install prefabricated 16' wide x 14' long + 7' roof overhang (21' total length) x 14' tall steel bui,2025/12/18 12:00:42+00,400,,7,2024,Inside City Limits,35.79330792,-78.6199969,27604,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2025/01/19 20:09:49.857+00,Issued,Permit Issued,New,2024/06/26 11:06:20.628+00,2025/01/22 11:06:53.010+00,BLDR-031207-2024
268776,New Single Family Dwelling,,"New Single Family Dwelling
Malbec, Elevation 4.1 
Peace River Lot 53
Slab Foundation
Front Covered P",Residential,2024/06/24 15:17:36.447+00,2024/08/08 19:27:17.473+00,353052.63,No, DETACHED SINGLE FAMILY DWELLING,101,"DRB Group - North Carolina, LLC",Durham,,"New Single Family Dwelling
Malbec, Elevation 4.1 
Peace River Lot 53
Slab Foundation
Front Covered P",2025/12/15 13:49:12+00,6091,,8,2024,Inside City Limits,35.8420789,-78.52564542,27604, DETACHED SINGLE FAMILY DWELLING,2024/12/16 08:48:55.043+00,Complete,Permit Finaled,New,2024/06/26 11:06:20.628+00,2024/12/19 11:06:33.175+00,BLDR-031281-2024
268783,Townhouse,,"NEW TH LOTS 79-83, SPR-0217-2021, PROJECT CONSISTS OF 5 CASES 2 STORY 5-B CONST R-3 OCC W/SHED
BLDR-",Residential,2024/06/18 12:00:04.423+00,2024/08/23 15:54:00.007+00,275273.67,No,"	 RESIDENTIAL TOWNHOUSE",102,"DRB Group - North Carolina, LLC",Durham,,"NEW TH LOTS 79-83, SPR-0217-2021, PROJECT CONSISTS OF 5 CASES 2 STORY 5-B CONST R-3 OCC W/SHED
BLDR-",2026/01/16 11:59:27+00,4633,,8,2024,Inside City Limits,35.8405939,-78.52596042,27604,"	 RESIDENTIAL TOWNHOUSE",2025/01/16 11:59:34.690+00,Issued,Permit Issued,New,2024/06/27 11:06:31.477+00,2025/01/19 11:06:06.756+00,BLDR-031367-2024
268784,Addition,,"Addition: Unfinished basement to be finished out. Adding mudroom, foyer, bedroom, hallway, laundry r",Residential,2024/06/25 15:02:25.023+00,2024/07/31 17:36:25.180+00,108186.96,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,DAS HAUS LLC ,RALEIGH,,"Addition: Unfinished basement to be finished out. Adding mudroom, foyer, bedroom, hallway, laundry r",2025/12/16 09:37:39+00,967,,7,2024,Inside City Limits,35.8722649,-78.66600038,27612, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/16 09:39:04.093+00,Complete,Permit Finaled,New,2024/06/27 11:06:31.477+00,2024/12/19 11:06:33.175+00,BLDR-031582-2024
268786,Addition,,9 ft x 28 ft carport addition onto existing carport. Extend roof line - not to pass existing drivewa,Residential,2024/06/25 19:36:22.033+00,2024/08/13 13:01:58.017+00,39905.25,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Simply Right Remodeling & Construction LLC,Raleigh,,9 ft x 28 ft carport addition onto existing carport. Extend roof line - not to pass existing drivewa,2025/10/30 12:10:23+00,537,,8,2024,Inside City Limits,35.82378191,-78.6107944,27607, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/10/30 12:11:37.547+00,Complete,Permit Finaled,New,2024/06/27 11:06:31.477+00,2024/11/01 11:06:37.533+00,BLDR-031661-2024
268789,Deck/Porch,,"Repairing existing deck and adding an additional 10' x 25'11""' deck",Residential,2024/06/25 15:05:20.320+00,2024/08/12 20:26:32.177+00,0,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Leo Haydt III LLC,Raleigh,,"Repairing existing deck and adding an additional 10' x 25'11""' deck",2025/11/04 12:39:17+00,448,,8,2024,Inside City Limits,35.95963688,-78.55853591,27614, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/04 12:39:32.260+00,Issued,Permit Issued,Existing,2024/06/27 11:06:31.477+00,2024/11/07 11:06:36.664+00,BLDR-031583-2024
268790,Deck/Porch,,Build screen porch on existing deck,Residential,2024/06/25 13:42:57+00,2024/08/06 22:03:18+00,15000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,JSM CONSTRUCTION LLC,Cary,,Build screen porch on existing deck,2025/09/03 11:40:15+00,331,,8,2024,Inside City Limits,35.8974739,-78.67294387,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/09/03 11:40:50+00,Issued,Permit Issued,Existing,2024/06/27 11:06:31.477+00,2024/09/06 11:06:06.294+00,BLDR-031521-2024
268791,Addition,,"ADDITION: Finishing out attic over master bedroom into heated living area. 600 sf

Partial attic spa",Residential,2024/06/25 18:21:59.260+00,2024/08/16 16:25:40.883+00,65304,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Rodas Construction LLC,,,"ADDITION: Finishing out attic over master bedroom into heated living area. 600 sf

Partial attic spa",2026/01/15 09:42:50+00,1068,,8,2024,Inside City Limits,35.8932259,-78.60691089,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/15 09:43:57.513+00,Complete,Permit Finaled,New,2024/06/27 11:06:31.477+00,2025/01/18 11:06:57.363+00,BLDR-031655-2024
268792,Townhouse,,"NEW TH LOTS 79-83, SPR-0217-2021, PROJECT CONSISTS OF 5 CASES 2 STORY 5-B CONST R-3 OCC W/SHED
BLDR-",Residential,2024/06/18 12:00:04.423+00,2024/08/23 15:33:37.770+00,275273.67,No,"	 RESIDENTIAL TOWNHOUSE",102,"DRB Group - North Carolina, LLC",Durham,,"NEW TH LOTS 79-83, SPR-0217-2021, PROJECT CONSISTS OF 5 CASES 2 STORY 5-B CONST R-3 OCC W/SHED
BLDR-",2026/01/16 11:56:32+00,4282,,8,2024,Inside City Limits,35.8404769,-78.52598292,27604,"	 RESIDENTIAL TOWNHOUSE",2025/01/16 11:56:37.780+00,Complete,Permit Finaled,New,2024/06/27 11:06:31.477+00,2025/01/19 11:06:06.756+00,BLDR-031365-2024
268801,New Single Family Dwelling,,"New Single Family Dwelling
Peace River Lot 34
Millhaven / Elevation 1
Rear Patio
Monoslab",Residential,2024/06/25 15:39:53.110+00,2024/08/06 14:07:27.250+00,407323.77,No, DETACHED SINGLE FAMILY DWELLING,101,"DRB Group - North Carolina, LLC",Durham,,"New Single Family Dwelling
Peace River Lot 34
Millhaven / Elevation 1
Rear Patio
Monoslab",2025/12/17 10:24:28+00,6241,,8,2024,Inside City Limits,35.8417459,-78.52530342,27604, DETACHED SINGLE FAMILY DWELLING,2024/12/17 10:24:37.393+00,Complete,Permit Finaled,New,2024/06/27 11:06:31.477+00,2024/12/20 11:06:42.914+00,BLDR-031625-2024
268802,New Residential Dwelling,,"New Single Family Dwelling
Hunters Point Lot 24
Tessa / Elevation B
Monoslab
Rear Screen Porch
Firep",Residential,2024/06/25 12:39:05.640+00,2024/08/15 16:16:28.400+00,515575.83,No, DETACHED SINGLE FAMILY DWELLING,101,"LENNAR CAROLINAS, LLC",,,"New Single Family Dwelling
Hunters Point Lot 24
Tessa / Elevation B
Monoslab
Rear Screen Porch
Firep",2026/01/08 15:52:52+00,6899,,8,2024,Inside City Limits,35.8683769,-78.51957942,27616, DETACHED SINGLE FAMILY DWELLING,2025/01/16 13:49:23.933+00,Issued,Permit Issued,Existing,2024/06/27 11:06:31.477+00,2025/01/19 11:06:06.756+00,BLDR-031494-2024
268803,Townhouse,,"NEW TH LOTS 22-25, SPR-0196-2021, PROJECT CONSISTS OF 4 CASES
BLDR-030599-2024 LOT 22
BLDR-031587-20",Residential,2024/06/20 14:19:33.330+00,2024/08/09 19:40:56.720+00,477411.9,No,"	 RESIDENTIAL TOWNHOUSE",102,M I HOMES OF RALEIGH,,,"NEW TH LOTS 22-25, SPR-0196-2021, PROJECT CONSISTS OF 4 CASES
BLDR-030599-2024 LOT 22
BLDR-031587-20",2026/01/16 10:08:35+00,5526,,8,2024,Inside City Limits,35.8840099,-78.5998459,27615,"	 RESIDENTIAL TOWNHOUSE",2025/01/20 20:08:44.513+00,Issued,Permit Issued,New,2024/06/27 11:06:31.477+00,2025/01/22 11:06:53.010+00,BLDR-031589-2024
268804,Townhouse,,"NEW TH LOTS 22-25, SPR-0196-2021, PROJECT CONSISTS OF 4 CASE2 STORY 5-B CONST  R-3 OCC
BLDR-030599-2",Residential,2024/06/20 14:19:33.330+00,2024/08/09 19:38:05.373+00,599739.63,No,"	 RESIDENTIAL TOWNHOUSE",102,M I HOMES OF RALEIGH,,,"NEW TH LOTS 22-25, SPR-0196-2021, PROJECT CONSISTS OF 4 CASE2 STORY 5-B CONST  R-3 OCC
BLDR-030599-2",2026/01/15 11:01:17+00,6164,,8,2024,Inside City Limits,35.8841989,-78.5999764,27615,"	 RESIDENTIAL TOWNHOUSE",2025/01/20 20:01:43.510+00,Issued,Permit Issued,New,2024/06/27 11:06:31.477+00,2025/01/22 11:06:53.010+00,BLDR-031587-2024
