company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodityall,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,information,source1,source2,source3,link1,link2,link3
Nimpkish Iron Mines Ltd.,,,,,,,,British Columbia,50.255277,-126.85361,1959,1963,,,,,"Iron, Magnetite, Copper, Zinc, Gold",Iron,Magnetite,Copper,Zinc,Gold,,,,,1,0,0,,,
National Asbestos Mines Ltd,"Lake Asbestos of Quebec, Ltd., (National Mines Div.)",,,,,,Thetford Mines ,Quebec,46.138215,-71.252179,1960,1986,,,,,"Chrysotile, Talc",Chrysotile,Talc,,,,,,,,1,0,0,,,
Utility Coals Ltd.,Manitoba and Saskatchewan Coal Co. (Ltd.),Utility Coals Ltd.,Saskatchewan Power Corporation,,,Unity,Estevan ,Saskatchewan,49.1395576,-102.9918586,1960,open,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Hudson Bay Mining and Smelting Co. Ltd.,,,,,,Chisel Lake,Snow Lake,Manitoba,54.83472222,-100.1166667,1960,1994,2000,2001,2009,2012,"Zinc, Copper",Zinc,Copper,,,,,,,,1,0,0,,,
Kam-Kotia Porcupine Mines Ltd.,,,,,,,Timmins ,Ontario,48.59145,-81.60529,1961,1972,,,,,"Copper, Zinc, Gold Silver",Copper,Zinc,Gold,Silver,,,,,,1,0,0,,,
Pacific Silica Ltd. ,,,,,,,Oliver ,British Columbia,49.19673443,-119.5552884,1961,1969,,,,,Silica,Silica,,,,,,,,,1,0,0,,,
Atlantic Coast Copper Corp. Ltd. ,,,,,,,Little Bay ,Newfoundland-and-Labrador,49.5960993,-55.94530574,1961,1969,,,,,"Copper, Iron, Gold",Copper,Iron,Gold,,,,,,,1,0,0,,,
Great West Coal Co. Ltd.,Western Dominion Coal Mines Ltd. ,,,,,,,Alberta,53.54493837,-113.3834964,1962,1968,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Alberta Southern Coal Co. Ltd. ,Alberta Coal Ltd. ,Manalta Coal Ltd. ,TransAlberta Utilities Corporation,,,Whitewood ,Wabamun ,Alberta,53.58966554,-114.5237074,1962,2010,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Texas Gulf Sulphur Co. ,Canada Development Corporation,Glencore Inc. ,Falconbridge Ltd. ,Kidd Creek Mines Ltd.,Escall Mining Ltd.,Kidd Creek,Timmins ,Ontario,48.68701,-81.36811,1963,open,,,,,"Zinc, Copper, Lead, Silver, Cadmium, Tin",Zinc,Copper,Lead,Silver,Cadmium,Tin,,,,1,0,0,,,
Bethlehem Copper Corp. Ltd.,Bethlehem Mines Corp. Ltd.,,,,,,Highland Valley/Ashcroft ,British Columbia,50.498055,-120.98777,1963,1982,,,,,"Copper, Silver, Gold, Molybdenum",Copper,Silver,Gold,Molybdenum,,,,,,1,0,0,,,
Iron Ore Co. of Canada,,,,,,,Labrador City ,Newfoundland-and-Labrador,52.94122939,-66.91593509,1963,1988,,,,,Iron,Iron,,,,,,,,,1,0,0,,,
"Camlaren Mines, Ltd.",,,,,,,Gordon Lake ,Northwest Territories,62.9875,-113.2041667,1963,1963,1980,1981,,,Gold,Gold,,,,,,,,"""In the summer of 1938 an average of 50 employees worked at Camlaren. Women and children of employees were also living on the property, being housed in small tent shacks and log cabins in the area. Ken Muir was mine manager, Hugh Fraser was geologist, A. Van Raalte was engineer, and Fred Prout was master mechanic. Camlaren Mine was a well-built camp, consisting of two bunkhouses and a cookery. Ken Muir, mine manager, had his own house"" (source1 (Silke), p.72)
""A 70 man camp was erected on Muir Island in 1980 consisting of 25 Atco portable trailers, arranged into two forty-man bunkhouses, one cookery complex, a recreation hall and commissary, and a 70 man dry. In 1979, the operation was considered to have a 16-month life span, and even though the project was extended a few more months, the short life of the Camlaren operation required that the site be totally portable.""(source1 (Silke), p.74)",1,0,0,,,
Cliffs of Canada Ltd. ,Dofasco Inc.,Jones & Laughlin Steel Corp.,"Dominion Foundries and Steel, Ltd., (Dofasco)",,,Adams,Kirkland Lake,Ontario,48.06926,-79.93457,1964,1990,,,,,Iron,Iron,,,,,,,,,1,0,0,,,
Willecho Mines Ltd.,,,,,,,Manitouwadge ,Ontario,49.18005,-85.888,1964,1976,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Teck Corporation Ltd.,Silverfields Mining Corp. Ltd.,"Canadaka Mines Ltd., Cobalt Silver",Teck Corporation (Silverfields Division),,,Silverfields Division,Cobalt ,Ontario,47.39509152,-79.68578198,1965,1983,,,,,Silver,Silver,,,,,,,,,1,0,0,,,
The Winnipeg Supply and Fuel Co. Ltd.,Steel Brother Canada Ltd. ,Marine Transport Limited,Selkirk Silica Co. Ltd,,,,Black Island ,Manitoba,51.20694155,-96.44856599,1965,1993,,,,,Silica,Silica,,,,,,,,,1,0,0,,,
Brynnor Mines Ltd. ,,,,,,,Boss Mountain ,British Columbia,52.096666,-120.9075,1965,1983,,,,,"Molybdenum, Copper, Zinc, Tungsten, Silver, Bismuth, Rhenium",Molybdenum,Copper,Zinc,Tungsten,Silver,Bismuth,Rhenium,,,1,0,0,,,
Canadian Jamieson Mines Ltd.,,,,,,,Timmins ,Ontario,48.53393,-81.56071,1966,1971,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Red Mountain Mines Ltd.,,,,,,,Rossland ,British Columbia,49.089721,-117.82777,1966,1971,,,,,"Molybdenum, Copper, Tungsten, Gold",Molybdenum,Copper,Tungsten,Gold,,,,,,1,0,0,,,
Kalium Chemicals Ltd.,PPG Industries Canada Ltd.,,,,,Kalium Chemicals Division,Belle Plaine ,Saskatchewan,50.39373442,-105.1557625,1966,open,,,,,Potash,Potash,,,,,,,,,1,0,0,,,
Granisle Copper Ltd. ,Zapata Granby Corporation,,,,,,Granisle ,British Columbia,54.944444,-126.15722,1966,1982,,,,,"Copper, Silver, Gold, Molybdenum",Copper,Silver,Gold,Molybdenum,,,,,,1,0,0,,,
Thomas Brogan & Son,,,,,,,,Nova Scotia,46.31704363,-60.30067648,1967,1993,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Evans Coal Mines Ltd. ,Pioneer Coal Co. Inc. and Thorburn,,,,,Evans or St. Rose,St. Rose  (Inverness),Nova Scotia,46.33443215,-61.20440514,1967,1992,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Tribag Mining Co. Ltd.,,,,,,,Batchawana Bay,Ontario,47.08586,-84.50815,1967,1974,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Anglo American Molybdenite Mining Corp. Ltd. ,,,,,,,Cadillac ,Quebec,48.21218624,-78.47988967,1967,1968,,,,,Molybdenum,Molybdenum,,,,,,,,,1,0,0,,,
Munro Copper Mines Ltd.,,,,,,,,Ontario,48.59931,-80.21119,1967,1970,,,,,Nickel,Nickel,,,,,,,,,1,0,0,,,
Saskatchewan Minerals (Sodium Sulphate Division) ,Kam-Kotia Mines Ltd. ,Dickenson Mines Ltd.,,,,,Fox Valley,Saskatchewan,50.35664,-109.3219499,1967,2001,,,,,Sodium Sulphate,Sodium Sulphate,,,,,,,,,1,0,0,,,
B.A.C.M. Ltd.,,,,,,,Amaranth ,Manitoba,50.56111111,-98.72083333,1967,1970,,,,,Gypsum,Gypsum,,,,,,,,,1,0,0,,,
International Minerals and Chemical Corp. (Canada) Ltd. ,International Minerals & Chemical Corporation (Canada) Global Umited,,,,,K2,Esterhazy ,Saskatchewan,50.68298991,-101.8498299,1967,open,,,,,Potash,Potash,,,,,,,,,1,0,0,,,
Allan Potash Mines,APM Operators Ltd.,,,,,Allan Potashs,Allan,Saskatchewan,51.936923,-106.0871614,1968,open,,,,,Potash,Potash,,,,,,,,,1,0,0,,,
Cardinal River Coals Ltd.,Teck Resources Limited,,,,,Cardinal River (Cheviot),Luscar and Hinton,Alberta,53.10082201,-117.4407696,1968,open,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Terra Mining and Exploitation Ltd.,,,,,,Bullmoose,Port Radium ,Northwest Territories,65.60416667,-118.1166667,1968,1985,,,,,"Silver, Copper, Lead, Zinc",Silver,Copper,Lead,Zinc,,,,,,1,0,0,,,
Midland Mining Co. Ltd.,,,,,,,Minto ,New Brunswick,46.07595292,-66.0748075,1969,1969,,,,,Coal,Coal,,,,,,,,Minor occurrence (limited to no exploration work),1,0,0,,,
Manalta Coal Ltd.,TransAlberta Utilities Corporation,TransAlta Utilities Corporation,Transalta Corporation,,,Highvale,Seba Beach ,Alberta,53.4692849,-114.5245868,1969,2021,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
United Asbestos Inc.,,,,,,,Matachewan,Ontario,47.88154,-81.00254,1970,1978,,,,,Asbestos,Asbestos,,,,,,,,,1,0,0,,,
Greyhound Mines Ltd.,,,,,,,Greenwood,British Columbia,49.101666,-118.70277,1970,1971,,,,,"Copper, Gold, Silver, Cobalt",Copper,Gold,Silver,Cobalt,,,,,,1,0,0,,,
Brenda Mines Ltd.,,,,,,,Peachland,British Columbia,49.879443,-120.00638,1970,1990,,,,,"Copper, Molybdenum, Silver, Gold, Zinc, Lead",Copper,Molybdenum,Silver,Gold,Zinc,Lead,,,,1,0,0,,,
Sherritt Gordon Mines Ltd. ,,,,,,,Fox Lake,Manitoba,56.63333333,-101.6430556,1970,1985,,,,,"Copper, Zinc, Silver, Gold",Copper,Zinc,Silver,Gold,,,,,,1,0,0,,,
Churchill Copper Corp. Ltd.,Consolidated Churchill Copper Corp. Ltd.,,,,,,Fort Nelson,British Columbia,58.510833,-125.40472,1970,1974,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Placid Oil Co.,,,,,,,Bull River,British Columbia,49.503333,-115.38583,1971,1974,,,,,"Copper, Silver, Gold, Lead, Zinc",Copper,Silver,Gold,Lead,Zinc,,,,,1,0,0,,,
Ming Minerals Inc.,Rambler Metals and Mining PLC,,,,,Ming,Baie Verte ,Newfoundland-and-Labrador,49.91535301,-56.08697945,1971,2019,,,,,"Copper, Gold, Silver, Zinc",Copper,Gold,Silver,Zinc,,,,,,1,0,0,,,
Prime Resources Group Inc. ,Homestake Mining Company,Barrick Gold Corporation,,,,Eskay Creek,Stewart,British Columbia,56.653888,-130.42888,1971,2008,,,,,"Gold, Silver, Zinc, Copper, Lead",Gold,Silver,Zinc,Copper,Lead,,,,,1,0,0,,,
"Cape Breton Development Corp., ",,,,,,Lingan,New Waterford,Nova Scotia,46.25249299,-60.0978728,1972,1992,,,,,Coal,Coal,,,,,,,,"1966: Formation of Cape Breton Development Corporation to revitalize mining in the Sydney coalfield, Nova Scotia. 1968: Cape Breton Development Corporation takes over operations of remaining mines in Sydney coalfield, Nova Scotia.",1,0,0,,,
Mattabi Mines Ltd.,,,,,,,Sturgeon Lake,Ontario,49.87404,-90.97111,1972,1988,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Fording Coal Ltd. ,,,,,,Fording River,Elkford,British Columbia,50.194999,-114.84138,1972,open,,,,,Coal,Coal,,,,,,,,,1,0,0,https://elkvalleycoal.com/history/,,
Lornex Mining Corporation Ltd.,,,,,,,Highland Valley,British Columbia,50.450277,-121.04305,1972,1986,,,,,"Copper, Molybdenum, Silver, Gold, Zinc",Copper,Molybdenum,Silver,Gold,Zinc,,,,,1,0,0,,,
Luscar Ltd.,,,,,,Boundary Dam,Estevan ,Saskatchewan,49.105929,-103.0202158,1973,2019,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Sheridan Geophysics Ltd.,,,,,,Maybrun,Atikwa - Populus Lake,Ontario,49.42166,-93.65084,1973,1974,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Falconbridge Copper Ltd. ,,,,,,Sturgeon Lake Property,Sturgeon Lake,Ontario,49.86967,-90.87355,1974,1980,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Asbury Graphite Quebec Inc.,,,,,,,Notre-Dame-du-Laus ,Quebec,46.144042,-75.552239,1975,1975,1980,1988,,,Graphite,Graphite,,,,,,,,,1,0,0,,,
Pine Point Mines Ltd. ,,,,,,,Pine Point,Northwest Territories,60.83333333,-114.5,1975,1976,1983,1987,,,"Zinc, Lead",Zinc,Lead,,,,,,,"100 man capacity // ""The Bullmoose Mine is located 84 kilometers east of Yellowknife, NWT. between Campbell and Buckham Lakes. Although it was open for a short time as an underground prospect in the 1940s, the main development period for this property was in the 1980s when a small mill went into production. The site was remediated and all buildings removed following 1987 closure. The site was viewed from the air in 2000."" (source 1 (Silke), p. 55-61)",1,0,0,,,
Agnew Lake Mines Ltd.,,,,,,Agnew Lake,Elliot Lake ,Ontario,46.431,-81.62501,1977,1983,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Afton Mines Ltd.,Afton Operating Corporation,,,,,,Kamloops,British Columbia,50.661111,-120.515,1977,2018,,,,,"Copper, Gold, Silver, Molybdenum, Palladium",Copper,Gold,Silver,Molybdenum,Palladium,,,,,1,0,0,,,
"Esso Resources Canada Ltd.,",Westminer Canada Ltd.,,,,,,Gays River ,Nova Scotia,45.029524,-63.36771908,1979,1982,1991,1991,,,"Zinc, Lead, Iron, Copper, Barium, Fluorine",Zinc,Lead,Iron,Copper,Barium,Fluorine,,,,1,0,0,,,
Goldlund Mines Ltd. ,,,,,,,Echo Township,Ontario,49.89671,-92.34736,1980,1985,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
B. Miller Inc. ,Homestake Canada Ltd.,,,,,,Nicholson,British Columbia,51.211111,-116.86027,1980,1997,,,,,"Silica, Aggregate",Silica,Aggregate,,,,,,,,1,0,0,,,
Flin Flon Mines Ltd.,,,,,,Rio,Rio Mine,Saskatchewan,54.56666667,-101.8833333,1980,1984,,,,,Gold,Gold,,,,,,,,"In 1980, Flin Flon Mines Ltd. took over the project conducting a 46 hole diamond drill program totaling 11,352m which included results of 38.28 g/t gold over 4.2 metres in drill hole R12-80 and 14.11 g/t gold over 1.7 metres in drill hole R21-80.

In fall 1982 Flin Flon Mines Ltd. undertook underground development on the Rio (Bootleg) deposit consisting of a ramp decline to a depth of 350 ft. (106.7m). Flin Flon Mines purchased a 300 ton per day mill and planned on using mined material from the Rio and Henning Maloney deposits, with subsequent mined material from the Newcor deposit.

Start-up was postponed until early 1984 due to technical problems but opened by mid¬-1984. The mine closed just three months after start up after experiencing lower than forecast recovery rates. The mine went into receivership, and Vista Mines Inc. (“Vista”) gained possession of the property soon after.",1,0,0,,,
Avonlea Mineral Industries Ltd.,Canadian Clay Products Inc.,,,,,Wilcox,Wilcox,Saskatchewan,49.960179,-104.8187553,1981,open,,,,,Bentonite,Bentonite,,,,,,,,,1,0,0,,,
Highmont Operating Corporation,Teck Corporation Ltd.,,,,,Highmont,Highland Valley,British Columbia,50.431666,-120.99805,1981,1984,,,,,"Copper, Molybdenum",Copper,Molybdenum,,,,,,,,1,0,0,,,
Equity Silver Mines Ltd. (Placer Dome Inc.),,,,,,,Houston,British Columbia,54.189444,-126.26333,1981,1994,,,,,"Silver, Copper, Gold, Antimony, Arsenic",Silver,Copper,Gold,Antimony,Arsenic,,,,,1,0,0,,,
Camchib Resources Inc.,,,,,,,Chibougamau ,Quebec,49.91693905,-74.37846241,1982,1986,,,,,"Copper, Gold, Silver",Copper,Gold,Silver,,,,,,,1,0,0,,,
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Spruce Point ,,Manitoba,54.575,-100.4013889,1982,1992,,,,,"Copper, Zinc, Silver, Gold",Copper,Zinc,Silver,Gold,,,,,,1,0,0,,,
Cullaton Lake Gold Mines Ltd.,O'Brien Gold Mines Ltd.,,,,,Cullaton Lake Gold ,Whale Cove,Nunavut,61.26666667,-98.5,1982,1985,,,,,Gold,Gold,,,,,,,,"64,000 oz gold from 0.228 Mt processed, mill-head grade of 10.6 g/t Au, mine site reclaimed (small producer).",1,0,0,,,
Aurun Mines Ltd.,,,,,,,Empire Valley,British Columbia,51.345277,-122.35166,1983,1987,,,,,"Perlite, Pozzolan",Perlite,Pozzolan,,,,,,,,1,0,0,,,
Noranda Inc.,,,,,,,Goldstream Mine,British Columbia,51.624999,-118.42888,1983,1996,,,,,"Copper, Silver, Gold, Zinc, Cadmium, Antimony",Copper,Silver,Gold,Zinc,Cadmium,Antimony,,,,1,0,0,,,
Quintette Coal Ltd.,,,,,,Quintette,Tumbler Ridge,British Columbia,55.027221,-121.19055,1983,2000,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Key Lake Mining Corp.,Cameco Corporation,,,,,Key Lake,Key Lake,Saskatchewan,57.201114,-105.666104,1983,2018,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
"Giant Yellowknife Mines Ltd.,",,,,,,Salmita ,,Northwest Territories,64.07916667,-111.2458333,1983,1987,,,,,Gold,Gold,,,,,,,,"""In 1986, there were 90 company employees and an unknown amount of contractors from R.M. Drilling, the winze sinking contractor. Turnover was approximately 40% (mine records)."" (source1 (Silke), p.438)",1,0,0,,,
Rio Algom Ltd.,,,,,,East Kemptville ,"East Kemptville, Yarmouth County",Nova Scotia,44.103137,-65.68087932,1984,1992,,,,,"Tin, Copper, Zinc, Silver",Tin,Copper,Zinc,Silver,,,,,"Rio Algom constructing plant for tin mine, near Yarmouth, Nova Scotia",1,0,0,,,
Asarco Exploration Company of Canada,Lake Asbestos of Canada Ltd.,,,,,Aquarius,Maclem Twp,Ontario,48.53189,-80.86851,1984,1988,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Baymag Mines Co. Ltd.,,,,,,Mt. Brussilof,Radium Hot Springs,British Columbia,50.788888,-115.67888,1984,2015,,,,,Magnesia,Magnesia,,,,,,,,,1,0,0,,,
Gordex Minerals Ltd,,,,,,,Cape Spencer ,New Brunswick,45.19832,-65.91163,1986,1988,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Sussex Silica Inc.,Atlantic Silica Inc,,,,,,Poodiac,New Brunswick,45.607191,-65.534962,1986,open,,,,,Silica,Silica,,,,,,,,,1,0,0,,,
Curragh Resources Corporation,,,,,,Whiskey Lake,Whitehorse,Yukon,61.97472222,-132.5325,1986,1992,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Treminco Resources Ltd.,Ptarmigan Mines Limited,Cominco Ltd.,,,,Tom and Ptarmigans,Yellowknife ,Northwest Territories,62.52083333,-114.1958333,1986,1997,,,,,Gold,Gold,,,,,,,,"The mine was also in production from1941 to 1942/// ""Ptarmigan and Tom operations were in full swing after 1989 when Treminco installed its own milling plant. The mine began to loose profit in 1992 and reserves continued to drop throughout the 1990s. A depletion of economic orebodies forced a final closure in 1997."" (source1 (Silke), p.399)",1,0,0,,,
Canamax Resources Inc.,Lake Shore Gold Corp.,,,,,Bell Creek,,Ontario,48.56007,-81.17146,1987,1994,2012,open,,,Gold,Gold,,,,,,,,,1,0,0,,,
Bond Gold Canada Inc.,,,,,,Golden Patricia,Sioux Lookout,Ontario,51.36594,-91.13417,1987,2015,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Clayburn Industries Ltd.,,,,,,,Quesnel,British Columbia,52.751388,-122.53472,1987,1993,,,,,Diatomite,Diatomite,,,,,,,,,1,0,0,,,
Grartges Exploration Ltd.,,,,,,Tartan Lake,,Manitoba,54.85611111,-101.7305556,1987,1989,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Cameco - A Canadian Mining & Energy Corp.,,,,,,Star Lake,,Saskatchewan,55.984445,-104.2791675,1987,1989,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Total Erickson Resources Ltd.,,,,,,Mount Skukum ,Mount Skukum,Yukon,60.20666667,-135.4691667,1987,1988,,,,,"Gold, Silver",Gold,Silver,,,,,,,,1,0,0,,,
Fording Coal Ltd. ,TransAlberta Utilities Corporation,Warburg Coal & Fording Coal Limited,,,,Genesee,Warburg,Alberta,53.32950606,-114.3655183,1988,open,,,,,Coal,Coal,,,,,,,,,1,0,0,,,
Skyline Explorations Ltd.,,,,,,,Johnny Mountain Mine,British Columbia,56.62361,-131.06749,1988,1993,,,,,"Gold, Silver, Copper, Lead, Zinc",Gold,Silver,Copper,Lead,Zinc,,,,,1,0,0,,,
NovaGold Resources Inc.,,,,,,Murray Brook ,Bathurst,New Brunswick,47.5253,-66.43163,1989,1993,,,,,"Copper, Silver",Copper,Silver,,,,,,,,1,0,0,,,
Dow Chemical Co.,,,,,,,Fort Saskatchewan,Alberta,53.7004071,-113.2165395,1989,open,,,,,Salt,Salt,,,,,,,,very minor production esp. Compare to oil and gas production in the same location,1,0,0,,,
Amok Ltd. ,Cluff Mining,COGEMA Resources Inc.,,,,Cluff Lake,Cluff Lake,Saskatchewan,58.366664,-109.5422238,1989,2002,,,,,Uranium,Uranium,,,,,,,,,1,0,0,,,
Northwest Gold. Corp. ,Royal Oak Mines Inc.,,,,,Colomac,Indin Lake,Northwest Territories,64.4,-115.1,1989,1991,1994,1997,,,Gold,Gold,,,,,,,,"The mine was also in production from 1946 to 1946. /////indigenous history (source1 (Silke), p.103) ///It produced gold from 1990-1991 and from 1994-1997 when low gold prices bankrupted the company and shut down the mine for good. /// Camp facilities at Colomac Mine consisted of an Atco trailer complex with 276 rooms and 7 suites, including a small recreation room in the kitchen complex. On average, 320 personnel were employed at Colomac Mine. An agreement between local Dogrib communities and Neptune Resources Corporation Limited suggested that 25% of the workforce be aboriginal. (source1 (Silke), p.107)",1,0,0,https://www.miningnorth.com/_rsc/site-content/library/NWT_Mines_History_RSilke2009.pdf,,
Noranda Inc.,Noranda Mining and Exploration Inc. ,,,,,Gaspé Division,Gaspé,Quebec,48.951944,-65.51863,1990,2002,,,,,Copper,Copper,,,,,,,,,1,0,0,,,
Summit Lime Works Ltd. ,Summit Lime Works Umited,Graymont Western Canada Inc.,,,,Coleman,Hazel,Alberta,49.67038631,-114.5040416,1990,open,,,,,"Lime, Dolomite",Lime,Dolomite,,,,,,,,1,0,0,,,
B.C. Sugar Refining Co. Ltd. ,,,,,,,Taber,Alberta,49.7904586,-112.1247863,1990,open,,,,,Lime,Lime,,,,,,,,sugar factory still open,1,0,0,,,
Hudson Bay Mining and Smelting Co. Ltd.,,,,,,Callinan,Flin Flon ,Manitoba,54.78611111,-101.8875,1990,2001,,,,,"Zinc, Copper, Gold, Silver, Cadmium",Zinc,Copper,Gold,Silver,Cadmium,,,,,1,0,0,,,
Golden Bear Operating Co. Ltd.,North American Metal Corp.,,,,,Golden Bear,Telegraph Creek,British Columbia,58.210833,-132.29361,1990,2000,,,,,"Gold, Silver, Copper, Antimony",Gold,Silver,Copper,Antimony,,,,,,1,0,0,,,
BP Ressources Canada Ltd.,Lhoist,,,,,,Fort Langley,British Columbia,49.18965861,-122.6605992,1991,open,,,,,Lime,Lime,,,,,,,,,1,0,0,,,
Continental Lime Ltd.,Graymont Western Canada Inc.,,,,,,Exshaw,Alberta,51.07138943,-115.1351986,1991,open,,,,,Lime,Lime,,,,,,,,,1,0,0,,,
Cominco Ltd.,Prime Resources Group Inc.,,,,,Snip,Iskut River,British Columbia,56.66861,-131.10888,1991,1999,,,,,"Gold, Silver, Zinc, Copper, Lead",Gold,Silver,Zinc,Copper,Lead,,,,,1,0,0,,,
Curragh Resources Inc.,,,,,,Sa Dena Hes,Watson Lake ,Yukon,60.54777778,-128.8788889,1991,1992,,,,,"Lead, Zinc",Lead,Zinc,,,,,,,"110 workers /// socio-economic agreement was signed by Cominco, Kaska Dena First Nation, Liard First Nation, the Town of Watson Lake and the Yukon Government in 1991",1,0,0,,,
Red Deer Silica Inc.,,,,,,,Hudson Bay ,Saskatchewan,52.98583,-101.7440383,1993,open,,,,,Silica,Silica,,,,,,,,small scale /// Lower Cretaceous Mannville Group silica sand.  Last quarried for golf course bunker sand.,1,0,0,,,
Granduc Mining Corporation,Black Hawk Mining Inc. ,,,,,BT,Lynn Lake ,Manitoba,56.85108769,-101.055681,1993,1996,,,,,Gold,Gold,,,,,,,,,1,0,0,,,
Uniquartz Inc.,,,,,,,St. Jean Vianney ,Quebec,48.624195,-67.332241,1994,2000,,,,,Quartz,Quartz,,,,,,,,,1,0,0,,,
Teck Corporation Ltd.,,,,,,Afton-Ajax,Kamloops,British Columbia,50.608055,-120.40444,1994,1997,,,,,"Copper, Gold, Silver, Molybdenum",Copper,Gold,Silver,Molybdenum,,,,,,1,0,0,,,
Candorado Mines Ltd. ,,,,,,Mascot,Hedley,British Columbia,49.365,-120.06694,1995,1995,,,,,"Gold, Silver",Gold,Silver,,,,,,,,1,0,0,,,
Hudson Bay Mining and Smelting Co. Ltd. ,,,,,,Photo Lake,Snow Lake,Manitoba,54.85972222,-100.1027778,1995,1998,,,,,"Copper, Zinc, Gold, Silver",Copper,Zinc,Gold,Silver,,,,,,1,0,0,,,
Thorburn Mining Limited,Pictou County Research and Development Commission,Pioneer Coal Co. Inc.,,,,Stellarton,Stellarton ,Nova Scotia,45.55512033,-62.55392993,1996,2019,,,,,Coal,Coal,,,,,,,,"another in 2003 is called Coalburn Mine /// Rio Algom constructing plant for tin mine, near Yarmouth, Nova Scotia",1,0,0,,,
"Imperial Metals Corporation, Mitsubishi Materials Corporation, Marubeni Corporation, Dowa Mining Co. Ltd and Furukawa Co. Ltd. ",Teck Resources Limited,Huckleberry Mines Ltd.,,,,Huckleberry,Kemano,British Columbia,53.68111,-127.17805,1997,2016,,,,,"Copper, Molybdenum, Silver, Gold",Copper,Molybdenum,Silver,Gold,,,,,,1,0,0,,,
