Family,Binomial,TBL cm,Weight gr,DL mm,Pupil,Dentition,Toxicity & Dangerousness,Reproduction,Common Name
Viperidae,Trimeresurus sichuanensis,122,,,,front-fanged,venomous bite – dangerous,,Sichuan pitviper
Viperidae,Trimeresurus stejnegeri,112,175.5,,,front-fanged,venomous bite – dangerous,ovoviviparous,Chinese green tree viper
Viperidae,Trimeresurus sumatranus,160,,10,,front-fanged,venomous bite – dangerous,ovoviviparous,Sumatran pitviper
Viperidae,Trimeresurus tibetanus,72,,,,front-fanged,venomous bite – dangerous,,Tibetan bamboo pitviper
Viperidae,Trimeresurus truongsonensis,64,,,vertical slit,front-fanged,venomous bite – dangerous,,Quang Binh pitviper
Viperidae,Trimeresurus uetzi,,,,vertical slit,,,,
Viperidae,Trimeresurus venustus,70,,,,front-fanged,venomous bite – dangerous,,Beautiful pitviper
Viperidae,Trimeresurus vogeli,157,,,,front-fanged,venomous bite – dangerous,,Vogel’s pitviper
Viperidae,Trimeresurus whitteni,,,,,,,,
Viperidae,Trimeresurus yunnanensis,123,,,,front-fanged,venomous bite – dangerous,,Yunnan Bamboo pitviper
Colubridae,Trimerodytes aequifasciatus,125,,,roundish,rear-fanged,unclear toxicity,,Asiatic Water Snake
Colubridae,Trimerodytes annularis,142,,,roundish,rear-fanged,unclear toxicity,,Ringed Water Snake
Colubridae,Trimerodytes balteatus,117,,,,rear-fanged,unclear toxicity,,Hainan Mountain Keelback
Colubridae,Trimerodytes percarinatus,101,,,roundish,rear-fanged,unclear toxicity,oviparous,Olive Keelback
Colubridae,Trimerodytes praemaxillaris,50,,,roundish,rear-fanged,unclear toxicity,,Brown Stream Snake
Colubridae,Trimerodytes yapingi,,,,,,,,
Colubridae,Trimerodytes yunnanensis,116,,,roundish,rear-fanged,unclear toxicity,,Yunnan Keelback Water Snake
Colubridae,Trimetopon barbouri,33,,,roundish,rear-fanged,unclear toxicity,,Barbour's Tropical Ground Snake
Colubridae,Trimetopon gracile,36,,,roundish,rear-fanged,unclear toxicity,,Günther's Tropical Ground Snake
Colubridae,Trimetopon pliolepis,29,,,roundish,rear-fanged,unclear toxicity,,Cope's Tropical Ground Snake
Colubridae,Trimetopon simile,20,,,roundish,rear-fanged,unclear toxicity,,Dunn's Tropical Ground Snake
Colubridae,Trimetopon slevini,28,,,roundish,rear-fanged,unclear toxicity,,Slevin's Tropical Ground Snake
Colubridae,Trimetopon viquezi,21,,,roundish,rear-fanged,unclear toxicity,,Viquez's Tropical Ground Snake
Colubridae,Trimorphodon biscutatus,161,84.3,,vertical slit,rear-fanged,venomous bite – potentially dangerous,oviparous,coastal lyre snake
Colubridae,Trimorphodon lambda,92.1,101.4,,vertical slit,rear-fanged,venomous bite – potentially dangerous,,Sonoran Lyre Snake
Colubridae,Trimorphodon lyrophanes,,,,,rear-fanged,venomous bite – potentially dangerous,,Baja California Lyre Snake
Colubridae,Trimorphodon paucimaculatus,,,,,rear-fanged,venomous bite – potentially dangerous,,Sinaloan Lyre Snake
Colubridae,Trimorphodon quadruplex,,,,,rear-fanged,venomous bite – potentially dangerous,,Central American Lyre Snake
Colubridae,Trimorphodon tau,150,,,,rear-fanged,venomous bite – potentially dangerous,,Mexican Lyre Snake
Colubridae,Trimorphodon vilkinsonii,,,,,rear-fanged,venomous bite – potentially dangerous,,Texas Lyre Snake
Elapidae,Tropidechis carinatus,107,170,5,roundish,front-fanged,venomous bite – very dangerous,ovoviviparous,Clarence river snake
Colubridae,Tropidoclonion lineatum,54,,,roundish,rear-fanged,unclear toxicity,,Lined Snake
Colubridae,Tropidodipsas fasciata,72,,,,rear-fanged,unclear toxicity,,Banded Snail Sucker
Colubridae,Tropidodipsas fischeri,65,,,vertical slit,rear-fanged,unclear toxicity,,Fischer’s Snail Eating Snake
Colubridae,Tropidodipsas guerreroensis,,,,,,,,
Colubridae,Tropidodipsas papavericola,,,,,,,,
Colubridae,Tropidodipsas philippii,62,,,,rear-fanged,unclear toxicity,,Philippi’s Snail Eating Snake
Colubridae,Tropidodipsas repleta,,,,,rear-fanged,unclear toxicity,,Sonora snail eater
Colubridae,Tropidodipsas tricolor,,,,vertical slit,,,,
Colubridae,Tropidodipsas zweifeli,48,,,,rear-fanged,unclear toxicity,,Zweifel’s Snail Eating Snake
Colubridae,Tropidodryas serra,125,,,roundish,rear-fanged,unclear toxicity,,Serra Snake
Colubridae,Tropidodryas striaticeps,124,,,roundish,rear-fanged,unclear toxicity,,Jiboinha
Viperidae,Tropidolaemus huttoni,60,,,,front-fanged,venomous bite – dangerous,,Hutton's tree viper
Viperidae,Tropidolaemus laticinctus,100,,,,front-fanged,venomous bite – dangerous,,Broad banded temple pitviper
Viperidae,Tropidolaemus philippensis,50,,,,front-fanged,venomous bite – dangerous,,South Philippine temple pitviper
Viperidae,Tropidolaemus subannulatus,100,,,,front-fanged,venomous bite – dangerous,,North Philippine temple pitviper
Viperidae,Tropidolaemus wagleri,135,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Wagler's pitviper
Colubridae,Tropidonophis aenigmaticus,95,,,roundish,rear-fanged,unclear toxicity,,East Papuan keelback
Colubridae,Tropidonophis dahlii,125,,,roundish,rear-fanged,unclear toxicity,,New Britain keelback
Colubridae,Tropidonophis dendrophiops,90,,,roundish,rear-fanged,unclear toxicity,,Spotted Water Snake
Colubridae,Tropidonophis dolasii,115,,,roundish,rear-fanged,unclear toxicity,,d'Entrecasteaux Islands Keelback
Colubridae,Tropidonophis doriae,111,,,roundish,rear-fanged,unclear toxicity,,Barred keelback
Colubridae,Tropidonophis elongatus,120,,,roundish,rear-fanged,unclear toxicity,,Moluccan keelback
Colubridae,Tropidonophis halmahericus,129,,,roundish,rear-fanged,unclear toxicity,,Red spotted Keelback
Colubridae,Tropidonophis hypomelas,95,,,roundish,rear-fanged,unclear toxicity,,Bismarck keelback
Colubridae,Tropidonophis mairii,100,119.1,,roundish,rear-fanged,unclear toxicity,oviparous,Common keelback
Colubridae,Tropidonophis mcdowelli,65,,,roundish,rear-fanged,unclear toxicity,,Northern New Guinea keelback
Colubridae,Tropidonophis montanus,115,,,roundish,rear-fanged,unclear toxicity,,North Irian montane keelback
Colubridae,Tropidonophis multiscutellatus,95,,,roundish,rear-fanged,unclear toxicity,,Many scaled keelback
Colubridae,Tropidonophis negrosensis,80,,,roundish,rear-fanged,unclear toxicity,,Negros Spotted Water Snake
Colubridae,Tropidonophis novaeguineae,85,,,roundish,rear-fanged,unclear toxicity,,New Guinea keelback
Colubridae,Tropidonophis parkeri,95,,,roundish,rear-fanged,unclear toxicity,,Highland keelback
Colubridae,Tropidonophis picturatus,60,,,roundish,rear-fanged,unclear toxicity,,Painted Keelback
Colubridae,Tropidonophis punctiventris,55,,,roundish,rear-fanged,unclear toxicity,,Halmahera Keelback
Colubridae,Tropidonophis spilogaster,85,,,roundish,rear-fanged,venomous bite – dangerous,,Boie's Keelback
Colubridae,Tropidonophis statisticus,90,,,roundish,rear-fanged,unclear toxicity,,montane keelback
Colubridae,Tropidonophis truncatus,55,,,roundish,rear-fanged,unclear toxicity,,Truncated Keelback
Tropidophiidae,Tropidophis battersbyi,,,,,non-fanged,non-venomous,,Battersby's Dwarf Boa
Tropidophiidae,Tropidophis bucculentus,,,,,non-fanged,non-venomous,,Navassa Dwarf Boa
Tropidophiidae,Tropidophis cacuangoae,,,,vertical slit,,,,
Tropidophiidae,Tropidophis canus,60,,,,non-fanged,non-venomous,ovoviviparous,Bahamian pygmy boa
Tropidophiidae,Tropidophis caymanensis,,,,,non-fanged,non-venomous,,Cayman Islands Dwarf Boa
Tropidophiidae,Tropidophis celiae,,,,,non-fanged,non-venomous,,Canasi dwarf boa
Tropidophiidae,Tropidophis curtus,,,,,non-fanged,non-venomous,,Bahama Wood Snake
Tropidophiidae,Tropidophis feicki,,,,,non-fanged,non-venomous,,Feick's Dwarf Boa
Tropidophiidae,Tropidophis fuscus,,,,,non-fanged,non-venomous,,Cuban dusky dwarf boa
Tropidophiidae,Tropidophis galacelidus,,,,,non-fanged,non-venomous,,Pilsbry's Dwarf Boa
Tropidophiidae,Tropidophis grapiuna,,,,,non-fanged,non-venomous,,Grapiúna dwarf boa
Tropidophiidae,Tropidophis greenwayi,,,,,non-fanged,non-venomous,,Ambergris Cay Dwarf Boa
Tropidophiidae,Tropidophis haetianus,,,,,non-fanged,non-venomous,,Haitian Dwarf Boa
Tropidophiidae,Tropidophis hardyi,,,,,non-fanged,non-venomous,,Blackbelly Dwarf Boa
Tropidophiidae,Tropidophis hendersoni,,,,,non-fanged,non-venomous,,Cuban khaki dwarf boa
Tropidophiidae,Tropidophis jamaicensis,,,,,non-fanged,non-venomous,,Jamaica Dwarf Boa
Tropidophiidae,Tropidophis leonae,,,,,,,,
Tropidophiidae,Tropidophis maculatus,,,,,non-fanged,non-venomous,,Spotted Dwarf Boa
Tropidophiidae,Tropidophis melanurus,,,,vertical slit,non-fanged,non-venomous,,Wood Snake
Tropidophiidae,Tropidophis morenoi,,,,,non-fanged,non-venomous,,Zebra dwarf boa
Tropidophiidae,Tropidophis nigriventris,,,,,non-fanged,non-venomous,,Blackbelly Dwarf Boa
Tropidophiidae,Tropidophis pardalis,,,,,non-fanged,non-venomous,,Leopard Dwarf Boa
Tropidophiidae,Tropidophis parkeri,,,,,non-fanged,non-venomous,,Parker’s Dwarf Boa
Tropidophiidae,Tropidophis paucisquamis,,,,vertical slit,non-fanged,non-venomous,,Brazilian Dwarf Boa
Tropidophiidae,Tropidophis pilsbryi,,,,,non-fanged,non-venomous,,Pilsbry's Dwarf Boa
Tropidophiidae,Tropidophis preciosus,,,,,non-fanged,non-venomous,,gem dwarf boa
Tropidophiidae,Tropidophis schwartzi,,,,,non-fanged,non-venomous,,Schwartz’ Dwarf Boa
Tropidophiidae,Tropidophis semicinctus,,,,,non-fanged,non-venomous,,Banded Dwarf Boa
Tropidophiidae,Tropidophis spiritus,,,,,non-fanged,non-venomous,,Sancti Spiritus dwarf boa
Tropidophiidae,Tropidophis steinleini,,,,,,,,
Tropidophiidae,Tropidophis stejnegeri,,,,,non-fanged,non-venomous,,Stejneger’s Dwarf Boa
Tropidophiidae,Tropidophis stullae,,,,,non-fanged,non-venomous,,Stull’s Dwarf Boa
Tropidophiidae,Tropidophis taczanowskyi,,,,,non-fanged,non-venomous,,Taczanowsky's Dwarf Boa.
Tropidophiidae,Tropidophis wrighti,,,,,non-fanged,non-venomous,,Wright's Dwarf Boa
Tropidophiidae,Tropidophis xanthogaster,,,,,non-fanged,non-venomous,,Guanahacabibes dwarf boa
Anomalepididae,Typhlophis squamosus,,,,vestigial eyes,non-fanged,non-venomous,,Trinidad Blind Snake
Typhlopidae,Typhlops agoralionis,,,,vestigial eyes,non-fanged,non-venomous,,La Hotte blind snake
Typhlopidae,Typhlops capitulatus,,,,vestigial eyes,non-fanged,non-venomous,,Richmond's Worm Snake
Typhlopidae,Typhlops eperopeus,,,,vestigial eyes,non-fanged,non-venomous,,Bahoruco blind snake
Typhlopidae,Typhlops gonavensis,,,,vestigial eyes,non-fanged,non-venomous,,Gonave Island Worm Snake
Typhlopidae,Typhlops hectus,,,,vestigial eyes,non-fanged,non-venomous,,Thomas' Worm Snake
Typhlopidae,Typhlops jamaicensis,,,,vestigial eyes,non-fanged,non-venomous,,Jamaica Worm Snake
Typhlopidae,Typhlops leptolepis,,,,vestigial eyes,non-fanged,non-venomous,,small scaled blind snake
Typhlopidae,Typhlops lumbricalis,,,,vestigial eyes,non-fanged,non-venomous,,Earthworm Blind Snake
Typhlopidae,Typhlops oxyrhinus,,,,vestigial eyes,non-fanged,non-venomous,,Guantánamo Sharp snouted Blind Snake
Typhlopidae,Typhlops pachyrhinus,,,,vestigial eyes,non-fanged,non-venomous,,Pinar del Río Blind Snake
Typhlopidae,Typhlops proancylops,,,,vestigial eyes,non-fanged,non-venomous,,La Selle blind snake
Typhlopidae,Typhlops pusillus,,,,vestigial eyes,non-fanged,non-venomous,,Hispaniola Worm Snake
Typhlopidae,Typhlops rostellatus,,,,vestigial eyes,non-fanged,non-venomous,,Puerto Rican Worm Snake
Typhlopidae,Typhlops schwartzi,,,,vestigial eyes,non-fanged,non-venomous,,Schwartz' Worm Snake
Typhlopidae,Typhlops silus,,,,vestigial eyes,non-fanged,non-venomous,,Legler's blind snake
Typhlopidae,Typhlops sulcatus,,,,vestigial eyes,non-fanged,non-venomous,,Island Worm Snake
Typhlopidae,Typhlops sylleptor,,,,vestigial eyes,non-fanged,non-venomous,,Pestel blind snake
Typhlopidae,Typhlops syntherus,,,,vestigial eyes,non-fanged,non-venomous,,Barahona Worm Snake
Typhlopidae,Typhlops tetrathyreus,,,,vestigial eyes,non-fanged,non-venomous,,Haitian Worm Snake
Typhlopidae,Typhlops titanops,,,,vestigial eyes,non-fanged,non-venomous,,Titan Worm Snake
Boidae,Ungaliophis continentalis,,,,vertical slit,non-fanged,,,Chiapan boa
Boidae,Ungaliophis panamensis,70,,,vertical slit,non-fanged,,,Panamanian dwarf boa
Colubridae,Uromacer catesbyi,120,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Catesby's Pointed Snake
Colubridae,Uromacer frenatus,160,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Island Pointed Snake
Colubridae,Uromacer oxyrhynchus,140,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Pointed Snake
Uropeltidae,Uropeltis arcticeps,19.4,,,,non-fanged,non-venomous,,Tirunelveli Earth Snake
Uropeltidae,Uropeltis beddomii,27.5,,,,non-fanged,non-venomous,,Beddome's earth snake
Uropeltidae,Uropeltis bhupathyi,,,,,,,,
Uropeltidae,Uropeltis bicatenata,26.4,,,,non-fanged,non-venomous,,Bicatenate Uropeltis
Uropeltidae,Uropeltis broughami,,,,,non-fanged,non-venomous,,Brougham's earth snake
Uropeltidae,Uropeltis ceylanica,16.1,,,roundish,non-fanged,non-venomous,,Kerala Shieldtail
Uropeltidae,Uropeltis dindigalensis,35.5,,,,non-fanged,non-venomous,,Sirumalai Hills earth snake
Uropeltidae,Uropeltis ellioti,24,,,,non-fanged,non-venomous,,Elliot's earth snake
Uropeltidae,Uropeltis grandis,48,,,,non-fanged,non-venomous,,violet shieldtail
Uropeltidae,Uropeltis jerdoni,,,,,,,,
Uropeltidae,Uropeltis liura,32,,,,non-fanged,non-venomous,,Günther's earth snake
Uropeltidae,Uropeltis macrolepis,29.5,,,,non-fanged,,,Bombay earth snake
Uropeltidae,Uropeltis macrorhyncha,57,,,,non-fanged,non-venomous,,Anaimalai Earth Snake
Uropeltidae,Uropeltis maculata,38,,,,non-fanged,non-venomous,,Spotted Earth Snake
Uropeltidae,Uropeltis madurensis,,,,,non-fanged,non-venomous,,Madura Earth Snake
Uropeltidae,Uropeltis myhendrae,33.5,,,,non-fanged,non-venomous,,Myhendra Mountain Uropeltis
Uropeltidae,Uropeltis nitida,35,,,,non-fanged,non-venomous,,Southern Earth Snake
Uropeltidae,Uropeltis ocellata,,,,,non-fanged,non-venomous,,Ocellated Earth Snake
Uropeltidae,Uropeltis petersi,19,,,,non-fanged,non-venomous,,shieldtail earth snake
Uropeltidae,Uropeltis phipsonii,27.7,,,,non-fanged,,,Phipson's shieldtail
Uropeltidae,Uropeltis pulneyensis,38,,,,non-fanged,non-venomous,,Palni shieldtail
Uropeltidae,Uropeltis rajendrani,,,,,,,,
Uropeltidae,Uropeltis rubrolineata,39.8,,,,non-fanged,non-venomous,,Red lined Earth Snake
Uropeltidae,Uropeltis rubromaculata,36.8,,,,non-fanged,non-venomous,,Red spotted Earth Snake
Uropeltidae,Uropeltis shorttii,,,,,non-fanged,non-venomous,,Shevaroy Hills Earth Snake
Uropeltidae,Uropeltis tricuspida,,,,,,,,
Uropeltidae,Uropeltis woodmasoni,28,,,,non-fanged,non-venomous,,Wood Mason's Earth Snake
Colubridae,Urotheca decipiens,57,,,roundish,rear-fanged,unclear toxicity,,Pale Ground Snake
Colubridae,Urotheca dumerilli,27,,,roundish,rear-fanged,unclear toxicity,,Dumeril's boxtail snake
Colubridae,Urotheca fulviceps,49,,,roundish,rear-fanged,unclear toxicity,,Tawny headed Glass tailed Snake
Colubridae,Urotheca guentheri,60,,,roundish,rear-fanged,unclear toxicity,,Orange bellied Litter Snake
Colubridae,Urotheca lateristriga,62,,,roundish,rear-fanged,unclear toxicity,,Culebra de labios manchados
Colubridae,Urotheca multilineata,58,,,roundish,rear-fanged,unclear toxicity,,Many striped Glass tailed Snake
Colubridae,Urotheca myersi,36,,,roundish,rear-fanged,unclear toxicity,,Costa Rican Glass tailed Snake
Colubridae,Urotheca pachyura,52,,,roundish,rear-fanged,unclear toxicity,,Thick tailed Glass tailed Snake
Elapidae,Vermicella annulata,100,14.5,,vertical slit,front-fanged,venomous bite – potentially dangerous,oviparous,Eastern Bandy bandy
Elapidae,Vermicella intermedia,63,,,,front-fanged,venomous bite – potentially dangerous,,Intermediate bandy bandy
Elapidae,Vermicella multifasciata,54,,,,front-fanged,venomous bite – potentially dangerous,,Northern Bandy Bandy
Elapidae,Vermicella parscauda,,,,,,,,
Elapidae,Vermicella snelli,50,,,,front-fanged,venomous bite – potentially dangerous,,Pilbara bandy bandy
Elapidae,Vermicella vermiformis,64,,,,front-fanged,venomous bite – potentially dangerous,,Centralian bandy bandy
Viperidae,Vipera altaica,39.9,,,,front-fanged,venomous bite – dangerous,,Altai mountain viper
Viperidae,Vipera ammodytes,110,210.9,13,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,European nose horned viper
Viperidae,Vipera anatolica,61,,,,front-fanged,venomous bite – dangerous,,Anatolian meadow viper
Viperidae,Vipera aspis,90,85.2,2,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,aspic viper
Viperidae,Vipera berus,105,74.5,4,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Common European adder
Viperidae,Vipera darevskii,49.6,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Darevsky's viper
Viperidae,Vipera dinniki,58,,,,front-fanged,venomous bite – dangerous,ovoviviparous,Dinnik's viper
Viperidae,Vipera eriwanensis,51,,,,front-fanged,venomous bite – dangerous,,Alburzi viper
Viperidae,Vipera graeca,44,,,,front-fanged,venomous bite – dangerous,,Greek meadow viper
Viperidae,Vipera kaznakovi,75,52.1,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Kaukasusotter
Viperidae,Vipera latastei,76,87,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Lataste's viper
Viperidae,Vipera lotievi,62,,,,front-fanged,venomous bite – dangerous,,Caucasian meadow viper
Viperidae,Vipera monticola,40,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Atlas mountain viper
Viperidae,Vipera nikolskii,68,,,,,,,Nikolsky's adder
Viperidae,Vipera orlovi,60,,,vertical slit,front-fanged,venomous bite – dangerous,,Orlov's viper
Viperidae,Vipera renardi,70,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Altai steppe viper
